x,y,beta,gamma,rx,ry
16,0,0.175257,0.354551,0.0634799,0.29127
16,1,0.201197,0.402625,0.0655737,0.291902
16,2,0.234262,0.467141,0.069091,0.29213
16,3,0.267843,0.533132,0.0727176,0.292279
16,4,0.294279,0.593948,0.0769469,0.290925
16,5,0.31777,0.654622,0.0813297,0.288657
16,6,0.333558,0.705459,0.0859359,0.286125
16,7,0.36952,0.82213,0.101459,0.285265
16,8,0.43786,1.07909,0.14136,0.284657
16,9,0.577559,1.66986,0.236157,0.283595
16,10,0.694653,2.36282,0.350664,0.282544
16,11,0.754536,2.73445,0.412848,0.282555
16,12,0.755046,2.85427,0.433498,0.282562
16,13,0.735352,2.91436,0.444587,0.282691
16,14,0.690081,2.92385,0.44784,0.28292
16,15,0.639935,2.93337,0.451242,0.283106
16,16,0.611927,2.94009,0.453374,0.283447
16,17,0.640244,2.94142,0.452661,0.283911
17,0,0.126629,0.260225,0.0599415,0.290856
17,1,0.164102,0.326555,0.0620715,0.292323
17,2,0.199021,0.394766,0.0651319,0.29253
17,3,0.231836,0.463791,0.0687708,0.29186
17,4,0.260563,0.529589,0.0726404,0.290367
17,5,0.286977,0.595707,0.0770541,0.288134
17,6,0.30623,0.654037,0.0816657,0.285282
17,7,0.344505,0.774394,0.0971239,0.284858
17,8,0.408932,1.02337,0.135319,0.284505
17,9,0.541539,1.60391,0.227713,0.283594
17,10,0.648004,2.32831,0.347032,0.282526
17,11,0.704213,2.7188,0.412125,0.282481
17,12,0.700037,2.85546,0.435698,0.282448
17,13,0.672978,2.92558,0.448644,0.282486
17,14,0.617076,2.93273,0.45187,0.282572
17,15,0.548034,2.94135,0.45575,0.28255
17,16,0.473937,2.94937,0.459636,0.282586
17,17,0.538827,2.94589,0.456856,0.282909
