x,y,beta,gamma,rx,ry
11,8,0.806712,1.86973,0.245307,0.283597
11,9,0.92115,2.27407,0.316309,0.283021
11,10,0.991401,2.56881,0.369287,0.282888
11,11,1.01989,2.72458,0.398109,0.283134
11,12,1.02259,2.78444,0.409759,0.283833
11,13,1.0206,2.82395,0.417715,0.284811
11,14,1.01535,2.85716,0.424559,0.286163
11,15,1.01528,2.88441,0.430017,0.287424
11,16,1.02371,2.90617,0.43407,0.288952
11,17,1.02822,2.92609,0.437816,0.290257
12,0,0.442367,0.893932,0.104194,0.290701
12,1,0.461315,0.937182,0.107638,0.289892
12,2,0.484309,0.989311,0.113308,0.289166
12,3,0.504987,1.03692,0.117686,0.288325
12,4,0.523031,1.08148,0.122515,0.287302
12,5,0.544439,1.1362,0.12853,0.28602
12,6,0.571041,1.20858,0.138726,0.285056
12,7,0.625873,1.37444,0.165792,0.284689
12,8,0.729225,1.71182,0.223042,0.283994
12,9,0.861929,2.19708,0.306768,0.283166
12,10,0.947757,2.56667,0.371794,0.282785
12,11,0.979434,2.74944,0.404874,0.283033
12,12,0.980122,2.81164,0.416739,0.283198
12,13,0.972383,2.84761,0.424006,0.284211
12,14,0.964322,2.87304,0.42934,0.285163
12,15,0.962302,2.89424,0.433557,0.286333
12,16,0.962724,2.91155,0.436868,0.287507
12,17,0.960384,2.92389,0.439283,0.288277
13,0,0.352651,0.709826,0.0875275,0.291215
13,1,0.367735,0.745398,0.0900956,0.290323
13,2,0.389126,0.792569,0.0947855,0.289754
13,3,0.41817,0.85707,0.100205,0.288823
13,4,0.446177,0.91921,0.105405,0.287957
13,5,0.47521,0.985821,0.112352,0.287105
13,6,0.506775,1.06591,0.121718,0.285959
13,7,0.556875,1.22354,0.1466,0.285448
13,8,0.651823,1.55204,0.201594,0.284573
13,9,0.794455,2.09878,0.294245,0.283393
13,10,0.892726,2.54864,0.371873,0.282711
13,11,0.928816,2.76816,0.410733,0.28284
13,12,0.925558,2.837,0.423659,0.282905
13,13,0.912905,2.8704,0.430439,0.283551
13,14,0.904758,2.88729,0.434012,0.284277
13,15,0.9018,2.90376,0.437237,0.2854
13,16,0.89546,2.91918,0.440294,0.286368
13,17,0.889929,2.92952,0.442336,0.286883
14,0,0.269552,0.544341,0.0755099,0.291033
14,1,0.285265,0.575673,0.0771525,0.291046
14,2,0.304247,0.617744,0.0802955,0.290384
14,3,0.336973,0.688426,0.0857294,0.289587
14,4,0.373214,0.765756,0.0914819,0.288852
14,5,0.407225,0.838465,0.0977034,0.28838
14,6,0.441053,0.921362,0.107206,0.287428
14,7,0.493009,1.08581,0.131042,0.286374
14,8,0.579823,1.39923,0.182122,0.285159
14,9,0.725348,1.98404,0.279258,0.283645
14,10,0.831602,2.51567,0.369503,0.282693
14,11,0.870214,2.77884,0.415269,0.282666
14,12,0.862103,2.85916,0.430172,0.282647
14,13,0.846192,2.88979,0.436418,0.28276
14,14,0.834193,2.90157,0.439006,0.283535
14,15,0.82286,2.91453,0.441768,0.284396
14,16,0.820984,2.92729,0.444111,0.285376
14,17,0.82474,2.93838,0.445896,0.286237
15,0,0.200705,0.408365,0.0668238,0.290747
15,1,0.218566,0.443969,0.0684523,0.290735
15,2,0.242682,0.493309,0.0707545,0.29048
15,3,0.272575,0.555134,0.0751675,0.290198
15,4,0.308956,0.63651,0.0807691,0.288756
15,5,0.345928,0.711089,0.0862848,0.288811
15,6,0.378123,0.784556,0.0934303,0.288326
15,7,0.426952,0.942602,0.11507,0.286879
15,8,0.504416,1.23388,0.161188,0.285465
15,9,0.650895,1.84854,0.261387,0.283801
15,10,0.765128,2.47198,0.365673,0.282666
15,11,0.812235,2.78548,0.419075,0.282565
15,12,0.806588,2.87602,0.435346,0.282457
15,13,0.791902,2.90517,0.441136,0.282368
15,14,0.765061,2.91363,0.443542,0.282926
15,15,0.736753,2.92376,0.446333,0.283307
15,16,0.731539,2.93275,0.448061,0.284254
15,17,0.748841,2.93846,0.448446,0.284962
16,0,0.149394,0.299574,0.0612093,0.291961
16,1,0.172989,0.348436,0.0630533,0.29159
16,2,0.202238,0.407332,0.0654944,0.291437
16,3,0.229951,0.464127,0.0686563,0.291177
16,4,0.264081,0.536238,0.0731324,0.2905
16,5,0.298719,0.61333,0.0785719,0.28922
16,6,0.327408,0.684294,0.0846041,0.287622
16,7,0.37321,0.830437,0.10315,0.28627
16,8,0.443334,1.09716,0.144144,0.285219
16,9,0.587272,1.72045,0.244196,0.283766
16,10,0.703766,2.41854,0.359769,0.282628
16,11,0.758051,2.77689,0.419887,0.282497
16,12,0.75524,2.88139,0.438176,0.282393
16,13,0.735385,2.9157,0.444866,0.282421
16,14,0.691991,2.92377,0.447788,0.282591
16,15,0.638878,2.93265,0.451163,0.282707
16,16,0.603392,2.93993,0.453632,0.283138
16,17,0.629778,2.94194,0.453082,0.283713
17,0,0.108159,0.211174,0.057482,0.293152
17,1,0.147528,0.291167,0.0600942,0.292794
17,2,0.180842,0.35821,0.0623848,0.292594
17,3,0.20551,0.410279,0.0648969,0.29206
17,4,0.235603,0.474759,0.0687779,0.291258
17,5,0.268567,0.55267,0.0740248,0.289211
17,6,0.295544,0.627352,0.0795276,0.286026
17,7,0.339416,0.761936,0.0961934,0.285403
17,8,0.405902,1.01554,0.134463,0.284828
17,9,0.544209,1.6285,0.231788,0.28366
17,10,0.653647,2.36668,0.35336,0.282573
17,11,0.708382,2.75703,0.418439,0.28244
17,12,0.702661,2.88111,0.439984,0.282346
17,13,0.676571,2.92681,0.448733,0.282322
17,14,0.62284,2.93252,0.451638,0.282388
17,15,0.549367,2.9408,0.455609,0.282372
17,16,0.46586,2.94882,0.45984,0.282328
17,17,0.526826,2.94649,0.457359,0.282778
