x,y,beta,gamma,rx,ry
6,34,0.0065,0.002,0.0091,0.009
6,35,0.0094,0.0091,0.0044,0.004
7,0,0.0062,0.0067,0.0092,0.0061
7,1,0.0044,0.0032,0.0014,0.005
7,2,0.0057,0.0057,0.0074,0.0069
7,3,0.0003,0.0006,0.0097,0.0029
7,4,0,0.0041,0.0049,0.0019
7,5,0.006,0.0007,0.0027,0.0024
7,6,0.0028,0.0019,0.0015,0.0021
7,7,0.0011,0.0057,0.0059,0.0071
7,8,0.0025,0.0052,0.0033,0.0069
7,9,0.0084,0.0045,0.002,0.004
7,10,0.0002,0.0093,0.001,0.0005
7,11,0,0.0009,0.0034,0.0097
7,12,0.0048,0.0084,0.0015,0.0009
7,13,0.0091,0.0042,0.0033,0.0018
7,14,0.0061,0.0046,0.0039,0.007
7,15,0.0002,0.0098,0.0043,0.0028
7,16,0.0052,0.0074,0.0095,0.0035
7,17,0.0021,0.0017,0.0076,0.0021
7,18,0.0011,0.0086,0.0026,0.0009
7,19,0.0093,0.0059,0.0008,0.0042
7,20,0.0042,0.0021,0.0049,0.0034
7,21,0.0064,0.0082,0.0051,0.0024
7,22,0.0027,0.009,0.0095,0.003
7,23,0.0088,0.0037,0.0056,0.0039
7,24,0.001,0.0052,0.0074,0.0029
7,25,0.0067,0.0049,0.005,0.0078
7,26,0.0037,0.0075,0.0086,0.0029
7,27,0.0035,0.0092,0.0072,0.0077
7,28,0.0014,0.0022,0.001,0.0076
7,29,0.0004,0.0061,0.0002,0.0029
7,30,0.0051,0.0095,0.0057,0.004
7,31,0.0031,0.0014,0.0077,0.0041
7,32,0.0067,0.005,0.0071,0.0035
7,33,0.0001,0.002,0.0013,0.0036
7,34,0.0095,0.0097,0.0065,0.0031
7,35,0.009,0.0036,0.0009,0.0003
8,0,0.0059,0.0018,0.008,0.0061
8,1,0.0079,0.008,0.009,0.0029
8,2,0.0074,0.0049,0.0069,0.0006
8,3,0.0061,0.0045,0.0045,0.0029
8,4,0.0096,0.0017,0.0063,0.0097
8,5,0.0038,0.0074,0.0034,0.0032
8,6,0.0072,0.0097,0.0064,0.0061
8,7,0.0035,0.0071,0.0064,0.0094
8,8,0.0089,0.0043,0.0054,0.007
8,9,0.0022,0.0045,0,0.0096
8,10,0.0092,0.0068,0.0001,0.0055
8,11,0.0012,0.0047,0.0082,0.0009
8,12,0.0062,0.0044,0.0005,0.0098
8,13,0.0019,0.0039,0.0032,0.0089
8,14,0.0036,0.0096,0.0051,0.0071
8,15,0.0066,0.0015,0.0064,0.0057
8,16,0.0056,0.0019,0.0026,0.0077
8,17,0.0064,0.0024,0.0074,0.0056
8,18,0.009,0.0074,0.001,0.0004
8,19,0.002,0.0092,0.0011,0.0082
8,20,0.0036,0.0017,0.008,0.0055
8,21,0.0054,0.0013,0.0046,0.009
8,22,0.0008,0.0095,0.0062,0.0072
8,23,0.0009,0.0025,0.003,0.0066
8,24,0.0044,0.0054,0.0044,0.0008
8,25,0.0079,0.0017,0.0064,0.007
8,26,0.0091,0.0074,0.0072,0.001
8,27,0.0065,0.0084,0.0091,0.0002
8,28,0,0.0072,0.0056,0.0054
8,29,0.0083,0.0001,0.0044,0.0089
8,30,0.0096,0.0005,0.0062,0.0007
8,31,0.0031,0.0091,0.0073,0.0075
8,32,0.0046,0.0016,0.0083,0.0026
8,33,0.0033,0.0046,0.0095,0.0024
8,34,0.0019,0.0068,0.0032,0.0085
8,35,0.0051,0.0024,0.0085,0.0051
9,0,0.0096,0.0042,0.0007,0.0078
9,1,0.0043,0.0051,0.0068,0.0039
9,2,0.0056,0.0032,0.0046,0.0087
9,3,0.0022,0.0018,0.0062,0.0068
9,4,0.0032,0.0046,0.0095,0.0063
9,5,0.0091,0.0089,0.0085,0.0011
9,6,0.0058,0.0019,0.0094,0.0011
9,7,0.0043,0.0079,0.006,0.0039
9,8,0.0022,0.0067,0.0018,0.0064
9,9,0.0017,0.0087,0.0002,0.0072
9,10,0.0018,0.0046,0.0058,0.004
9,11,0.0062,0.0021,0.0009,0.0094
9,12,0.0066,0.0003,0.0058,0.0058
9,13,0.0092,0.0043,0.0067,0.005
9,14,0.0062,0.0063,0.0059,0.0004
9,15,0.0043,0.002,0.0043,0.0063
9,16,0.0088,0.0062,0.0026,0.0004
9,17,0.0048,0.0028,0.0076,0.0064
9,18,0.0072,0.0036,0.0005,0.0035
9,19,0.0055,0.0012,0.003,0.0022
9,20,0.0014,0.0087,0.0078,0.0007
9,21,0.0031,0.0047,0.0055,0.0091
9,22,0.0009,0.0015,0.0095,0.005
9,23,0.0036,0.004,0.0012,0.0023
9,24,0.0001,0.0039,0.0027,0.0047
9,25,0.0065,0.0005,0.0012,0.0039
9,26,0.0039,0.0015,0.0074,0.0094
9,27,0.0025,0.0004,0.0016,0.0039
9,28,0.0091,0.0094,0.0045,0.0021
9,29,0.0042,0.0001,0.0013,0.0049
9,30,0.0017,0.0009,0,0.0053
9,31,0.0047,0.0011,0.0076,0.0046
9,32,0.0048,0.0002,0.0093,0.0012
9,33,0.0005,0.0004,0.0051,0.0044
9,34,0.0019,0.0025,0.0038,0.0045
9,35,0.0027,0.0054,0.0082,0.0017
10,0,0.0049,0.0026,0.0038,0.009
10,1,0.0028,0.0049,0.004,0.0043
10,2,0.0056,0.0039,0.0094,0.0005
10,3,0.005,0.0069,0.0049,0.0098
10,4,0.0071,0.0042,0.0009,0.0077
10,5,0.0046,0.0061,0.002,0.0064
10,6,0.0084,0.0058,0.0008,0.001
10,7,0.0013,0.009,0.0027,0.0061
10,8,0.0018,0.0065,0.0052,0.0044
10,9,0.0015,0.009,0.0087,0.0071
10,10,0.003,0.0082,0.0074,0.0078
10,11,0.0052,0.0023,0.0075,0.0022
10,12,0.0065,0.0085,0,0.0012
10,13,0.0045,0.0021,0.0076,0.0028
10,14,0.0077,0.0084,0.0038,0.0089
10,15,0.0074,0.0065,0.0051,0.0092
10,16,0.0029,0.0002,0.0035,0.0042
10,17,0.0092,0.0023,0.0012,0.0022
10,18,0.0004,0.0087,0.0001,0.0054
10,19,0.0011,0.0075,0.0076,0.0074
10,20,0.0059,0.0075,0.0086,0.0005
10,21,0.0094,0.0062,0.0033,0.0072
10,22,0.0047,0.0069,0.0062,0.002
10,23,0.0035,0.0012,0.0013,0.0062
10,24,0.0014,0.0046,0.0005,0.0008
10,25,0.0067,0.0017,0.0028,0.0071
10,26,0.0003,0.0027,0.0024,0.0012
10,27,0.0003,0.0002,0.0086,0.006
10,28,0.0077,0.0072,0.0065,0.007
10,29,0.0035,0.0096,0.0043,0.008
10,30,0.0066,0.0005,0.0002,0
10,31,0.0015,0.0013,0.0062,0.003
10,32,0.006,0.0065,0.0036,0.0028
10,33,0.0083,0.0064,0.0098,0.0086
10,34,0.0089,0.0023,0,0.0091
10,35,0.0025,0.0084,0.0052,0.0001
11,0,0.0057,0.0019,0.0071,0.0092
11,1,0.0014,0.0014,0.0074,0.0079
11,2,0.0017,0.0076,0.0077,0.0032
11,3,0.0087,0.0039,0.0062,0.0048
11,4,0.0005,0.0096,0.0077,0.0088
11,5,0.0059,0.0074,0.0074,0.005
11,6,0.0097,0.0072,0.0042,0.0022
11,7,0.0057,0.0094,0.0023,0.0016
11,8,0.0012,0.0093,0.0007,0.0025
11,9,0.0008,0.0081,0.0005,0.0023
11,10,0.0056,0.0082,0.0055,0.0045
11,11,0.0022,0.0017,0.0093,0.0026
11,12,0.0014,0.0069,0.0015,0.0074
11,13,0.0042,0.0087,0.0023,0.0041
11,14,0.006,0.0065,0.0063,0.0019
11,15,0.0058,0.0084,0.0033,0.0069
11,16,0.0078,0.004,0.0094,0.0084
11,17,0.0021,0,0.0008,0.0077
11,18,0.008,0.0064,0.0021,0.0002
11,19,0.0079,0.0014,0.0028,0.0093
11,20,0.0081,0.0041,0.0066,0.0025
11,21,0.003,0.0089,0.0066,0.009
11,22,0.0055,0.0028,0.0008,0.0013
11,23,0.0013,0.0039,0.0082,0.0092
11,24,0.008,0.0077,0.0075,0
11,25,0.0075,0.0082,0.0077,0.0054
11,26,0.0047,0.0097,0.0056,0.0027
11,27,0.0012,0.0084,0.0019,0.0093
11,28,0.0027,0.0086,0.0019,0.0057
11,29,0.0076,0.0083,0.0046,0.0031
11,30,0.0012,0.0053,0.0042,0.0026
11,31,0.0092,0.0025,0.0017,0.0071
11,32,0.0001,0.0092,0.0071,0.0074
11,33,0.0075,0.0048,0.0029,0.0021
11,34,0.0044,0.0084,0.0046,0.0056
11,35,0.0069,0.0064,0.0048,0.0094
12,0,0.0051,0.0068,0.005,0.0026
12,1,0.005,0.0095,0.0057,0.0063
12,2,0.0049,0,0.0087,0.004
12,3,0.0023,0.0005,0.0011,0.0022
12,4,0.0095,0.008,0.0094,0.007
12,5,0.0027,0.0025,0.0089,0.0071
12,6,0.001,0.0037,0.0028,0.0077
12,7,0.0002,0.0077,0.0073,0.0051
12,8,0.0044,0.0022,0.0077,0.0092
12,9,0.0018,0.0034,0.0054,0.0065
12,10,0.0032,0.0042,0.0007,0.0056
12,11,0.0045,0.0016,0.0076,0.004
12,12,0.0094,0.0072,0.0011,0.0023
12,13,0.0095,0.0001,0.0094,0.0004
12,14,0.0036,0.0022,0.0081,0.0038
12,15,0.0097,0.0053,0.0087,0.004
12,16,0.0076,0.0066,0.0031,0.0092
12,17,0.0098,0.0086,0.0059,0.0031
12,18,0.0029,0.0064,0.0085,0.0073
12,19,0.008,0.0063,0.0014,0.0075
12,20,0.0034,0.0025,0.0096,0.003
12,21,0.0026,0.009,0.0034,0.0063
12,22,0.0011,0.0014,0,0.0007
12,23,0.0066,0.0086,0.0045,0.0041
12,24,0.0051,0.0076,0.0034,0.005
12,25,0.0063,0.0091,0.0081,0.0093
12,26,0.0056,0.0068,0.0067,0.0035
12,27,0.003,0.0079,0.001,0.0064
12,28,0.0005,0.0007,0.0092,0.0029
12,29,0.0095,0.0025,0.009,0.0007
12,30,0.0039,0.0089,0.0014,0.0004
12,31,0.0076,0.0059,0.0045,0.0028
12,32,0.0035,0.0078,0.0076,0.0098
12,33,0.007,0.0056,0.009,0.0028
12,34,0.0023,0.0056,0.0063,0.0053
12,35,0.0036,0.0071,0.0016,0.0041
13,0,0.0079,0.0009,0.0069,0.0073
13,1,0.0034,0.006,0.0081,0.0072
13,2,0.005,0.0093,0.0076,0.0025
13,3,0.0052,0.0021,0.0051,0.0087
13,4,0,0.0028,0.0086,0.007
13,5,0.0085,0.0078,0.0098,0.0009
13,6,0.0035,0.0061,0.0061,0.007
13,7,0.0033,0.0077,0.0012,0.0011
13,8,0.0085,0.0081,0.0085,0.0018
13,9,0.0041,0.0065,0.009,0.0091
13,10,0.0059,0.0066,0.0016,0.001
13,11,0.0087,0.0067,0.0097,0.0087
13,12,0.0094,0.0083,0.0056,0.008
13,13,0.006,0.0054,0.0087,0.0095
13,14,0.0016,0.0049,0.0064,0.0047
13,15,0.0028,0.0075,0.0057,0.0012
13,16,0.0057,0.0043,0.003,0.0096
13,17,0.0007,0.002,0.0087,0.0066
13,18,0.0086,0.0004,0.0075,0.0072
13,19,0.0069,0.0073,0.0058,0.0064
13,20,0.0057,0.0015,0.0045,0.0018
13,21,0.0069,0.0034,0.0013,0.0083
13,22,0.0083,0.0077,0.003,0.001
13,23,0.0053,0.0087,0.002,0.001
13,24,0.0029,0.0051,0.0005,0.0036
13,25,0.0071,0.0092,0.0001,0.0056
13,26,0.0096,0.0076,0.0027,0.0065
13,27,0.0049,0.0085,0.003,0.0007
13,28,0.0098,0.0076,0.0024,0.0067
13,29,0.0009,0.0035,0.0051,0.009
13,30,0.0011,0.0079,0,0.0065
13,31,0.0067,0.002,0.0073,0.0094
13,32,0.0069,0.0076,0.0029,0.0041
13,33,0.007,0.0031,0.0095,0.0065
13,34,0.0006,0.0023,0.0031,0.0055
13,35,0.0007,0.0062,0.0061,0.0007
14,0,0.0037,0.0085,0.0072,0.0046
14,1,0.0021,0.0022,0.0035,0.003
14,2,0.0003,0.0035,0.0095,0.0068
14,3,0.0054,0.0067,0.0064,0.0024
14,4,0.0045,0.0093,0.0066,0.0014
14,5,0.0023,0.006,0.0079,0.003
14,6,0.0082,0.001,0.0083,0.0089
14,7,0.0072,0.0045,0.0094,0.001
14,8,0.0029,0.0067,0.0054,0.005
14,9,0.009,0.0089,0.0081,0.0091
14,10,0.0024,0.0075,0.006,0.0078
14,11,0.0042,0.0023,0.0003,0.0085
14,12,0.0016,0.0067,0,0.0039
14,13,0.0027,0.0077,0.0067,0.001
14,14,0.0087,0.0052,0.0097,0.0058
14,15,0.0097,0.0093,0.0066,0.0028
14,16,0.0059,0.0021,0.0076,0.0048
14,17,0.001,0.0056,0.004,0.0032
14,18,0.0031,0,0.0011,0.0071
14,19,0.0023,0.0012,0.0055,0.0037
14,20,0.008,0.0053,0.0077,0.0006
14,21,0.0031,0.0045,0.0016,0.0018
14,22,0.0095,0.0014,0.0076,0.0092
14,23,0.0006,0.0044,0.0019,0.0064
14,24,0.0063,0.0095,0.0011,0.0071
14,25,0.0051,0.005,0.0002,0.008
14,26,0.005,0.0011,0.005,0.0071
14,27,0.0024,0.0006,0.001,0.0003
14,28,0.0059,0.0085,0.0009,0.0088
14,29,0.0029,0.0023,0.0007,0.0026
14,30,0.0035,0.0082,0.0019,0.004
14,31,0.0025,0.0036,0.0005,0.0086
14,32,0.0032,0.0014,0.0057,0.0081
14,33,0.0064,0.0059,0.006,0.0013
14,34,0.0071,0.0011,0.0083,0.0095
14,35,0.0017,0.0093,0.0096,0.0074
15,0,0.0077,0.0006,0.0064,0.0007
15,1,0.0027,0.0069,0.0031,0.0062
15,2,0.005,0.0048,0.0003,0.0075
15,3,0.0084,0.0006,0.0063,0.0016
15,4,0.0021,0.0021,0.0097,0.0085
15,5,0.0078,0.0057,0,0.005
15,6,0.0068,0.0083,0.0044,0.0084
15,7,0.0075,0.0041,0.0059,0.0051
15,8,0.0045,0.0022,0.0058,0.0072
15,9,0.009,0.0088,0.0036,0.0041
15,10,0.0037,0.0037,0.0018,0.0023
15,11,0.0044,0.0079,0.0037,0.0065
15,12,0.0098,0.0035,0.0051,0.0077
15,13,0.009,0.0049,0.0029,0.006
15,14,0.0031,0.0071,0.0045,0.0005
15,15,0.0014,0.0003,0.0056,0.0057
15,16,0.0026,0.0014,0.0031,0.0015
15,17,0.0003,0.0065,0.0056,0.004
15,18,0.0003,0.0074,0.0061,0.0047
15,19,0.0054,0.0098,0.0013,0.0053
15,20,0.0033,0.0063,0.003,0.0024
15,21,0.0011,0.0057,0.0082,0.0041
15,22,0.0029,0.0028,0.0046,0.0043
15,23,0.003,0.0002,0.0002,0.0054
15,24,0.0016,0.0031,0.0069,0.0017
15,25,0.0096,0.0026,0.0057,0.0097
15,26,0.0002,0.0018,0.0046,0.0054
15,27,0.0015,0.0057,0.0007,0.0048
15,28,0.0019,0.0035,0.0071,0.0031
15,29,0.0092,0.0054,0.0072,0.0022
15,30,0.0081,0.0017,0.0064,0.0012
15,31,0.0017,0.0064,0.0066,0.0033
15,32,0.0095,0.0036,0.0048,0.009
15,33,0.006,0.0005,0.0088,0.006
15,34,0.0023,0.0033,0.0014,0.0038
15,35,0.0091,0.0021,0.0085,0.0011
16,0,0.0056,0.0057,0.004,0.0047
16,1,0.0012,0.0011,0.0069,0.0093
16,2,0.0027,0.0034,0.0004,0.0044
16,3,0.0098,0.007,0.0076,0.0092
16,4,0.0005,0.0025,0.0081,0.0064
16,5,0.003,0.0069,0.0025,0.0053
16,6,0.0003,0.0039,0.009,0.0092
16,7,0.0058,0.0076,0.0003,0.0013
16,8,0.0032,0.0043,0.006,0.0044
16,9,0.0055,0.0031,0.0037,0.0082
16,10,0.0063,0.0041,0.0025,0.0061
16,11,0.0011,0.0002,0.0052,0.0016
16,12,0.0028,0.0035,0.0078,0.0058
16,13,0.0005,0.0005,0.0011,0.0008
16,14,0.0042,0.0002,0,0.0002
16,15,0.0076,0.0003,0.0013,0.0009
16,16,0.0046,0.0074,0.0051,0
16,17,0.0004,0.0086,0.008,0.0067
16,18,0.0029,0.0007,0.0029,0.0038
16,19,0.0009,0.0082,0.0052,0.0035
